id,question,a,b,c,d,correct,difficulty,category,tags
https://www.hackerrank.com/challenges/bear-and-steady-gene?isFullScreen=true,"A gene is represented as a string of length
(where
is divisible by
), composed of the letters
,
,
, and
.
It is considered to be
steady
if each of the four letters occurs exactly
times.  For example,
and
are both steady genes.
Bear Limak is a famous biotechnology scientist who specializes in modifying bear DNA to make it steady.  Right now, he is examining a gene represented as a string
.  It is not necessarily steady.  Fortunately, Limak can choose one (maybe empty) substring of
and replace it with any string of the same length.
Modifying a large substring of bear genes can be dangerous.
Given a string
, can you help Limak find the length of the smallest possible substring that he can replace to make
a steady gene?
Note
: A substring of a string
is a subsequence made up of zero or more
contiguous
characters of
.
As an example, consider
.  The substring
just before or after
can be replaced with
or
.  One selection would create
.
Function Description
Complete the
function in the editor below.  It should return an integer that represents the length of the smallest substring to replace.
steadyGene has the following parameter:
gene
: a string
Input Format
The first line contains an interger
divisible by
, that denotes the length of a string
.
The second line contains a string
of length
.
Constraints
is divisible by
Subtask
in tests worth
points.
Output Format
Print the length of the minimum length substring that can be replaced to make
stable.
Sample Input
8
GAAATAAA
Sample Output
5
Explanation
One optimal solution is to replace
with
resulting in
.
The replaced substring has length
.",Use dynamic programming to find the longest common substring.,Sort the string and then replace the smallest substring containing the extra characters.,Greedily replace the leftmost occurrences of excessive characters until the gene is steady.,Calculate the frequency of each character and replace characters in the substring with the lowest frequencies.,"Use a sliding window technique to find the smallest substring that, when replaced, makes the gene steady.",,algorithms,"['string manipulation', 'sliding window', 'optimization']"
https://www.hackerrank.com/challenges/equal?isFullScreen=true,"Christy is interning at HackerRank. One day she has to distribute some chocolates to her colleagues. She is biased towards her friends and plans to give them more than the others. One of the program managers hears of this and tells her to make sure everyone gets the same number.
To make things difficult, she must equalize the number of chocolates in a series of operations. For each operation, she can give
pieces to all but one colleague.  Everyone who gets a piece in a round receives the same number of pieces.
Given a starting distribution, calculate the minimum number of operations needed so that every colleague has the same number of pieces.
Example
represents the starting numbers of pieces for each colleague.  She can give
pieces to the first two and the distribution is then
.  On the next round, she gives the same two
pieces each, and everyone has the same number:
.  Return the number of rounds,
.
Function Description
Complete the
equal
function in the editor below.
equal has the following parameter(s):
int arr[n]:
the integers to equalize
Returns
int:
the minimum number of operations required
Input Format
The first line contains an integer
, the number of test cases.
Each test case has
lines.
- The first line contains an integer
, the number of colleagues and the size of
.
- The second line contains
space-separated integers,
, the numbers of pieces of chocolate each colleague has at the start.
Constraints
The number of chocolates each colleague has initially <
.
Sample Input
STDIN       Function
-----       --------
1           t = 1
4           arr[] size n = 4
2 2 3 7     arr =[2, 2, 3, 7]
Sample Output
2
Explanation
Start with
Add
to all but the 3
rd
element
Add
to all but the 4
th
element
Two operations were required.
Sample Input 1
1
3
10 7 12
Sample Output 1
3
Explanation 1
Start with
Add
to the first two elements
Add
to the last two elements
Add
to the last two elements
Three operations were required.",Calculate the difference from the maximum value in the array and sum those differences.,Sort the array and iteratively apply operations to bring all elements to the smallest value.,Find the median value and perform operations to bring all elements to the median.,"For each element, calculate the operations needed to reach the average value and sum them.","Iterate through 5 potential minimum values (min, min-1, min-2, min-3, min-4) and choose the one yielding the fewest operations.",,algorithms,"['greedy algorithm', 'optimization', 'array']"
https://www.hackerrank.com/challenges/chief-hopper?isFullScreen=true,"Chief's bot is playing an old DOS based game.  There is a row of buildings of different heights arranged at each index along a number line.  The bot starts at building
and at a height of
.  You must determine the minimum energy his bot needs at the start so that he can jump to the top of each building without his energy going below zero.
Units of height relate directly to units of energy.  The bot's energy level is calculated as follows:
If the bot's
is less than the height of the building, his
If the bot's
is greater than the height of the building, his
Example
Starting with
, we get the following table:
botEnergy   height  delta
    4               2       +2
    6               3       +3
    9               4       +5
    14              3       +11
    25              2       +23
    48
That allows the bot to complete the course, but may not be the minimum starting value.  The minimum starting
in this case is
.
Function Description
Complete the
chiefHopper
function in the editor below.
chiefHopper has the following parameter(s):
int arr[n]:
building heights
Returns
int:
the minimum starting
Input Format
The first line contains an integer
, the number of buildings.
The next line contains
space-separated integers
, the heights of the buildings.
Constraints
where
Sample Input 0
5
3 4 3 2 4
Sample Output 0
4
Explanation 0
If initial energy is 4, after step 1 energy is 5, after step 2 it's 6, after step 3 it's 9 and after step 4 it's 16, finally at step 5 it's 28.
If initial energy were 3 or less, the bot could not complete the course.
Sample Input 1
3
4 4 4
Sample Output 1
4
Explanation 1
In the second test case if bot has energy 4, it's energy is changed by (4 - 4 = 0) at every step and remains 4.
Sample Input 2
3
1 6 4
Sample Output 2
3
Explanation 2
botEnergy   height  delta
3           1       +2
5           6       -1
4           4       0
4
We can try lower values to assure that they won't work.","Binary search through the possible energy values, checking each value by simulating the bot's jumps and energy levels from left to right.","Calculate the sum of all building heights and divide by the number of buildings. Then, round up to the nearest integer.","Start with an initial energy equal to the average height of the buildings, then iterate through the buildings and adjust the initial energy based on the largest height difference encountered.","Iterate through the building heights, keeping track of the minimum energy required at each step without going below zero, and return the maximum of these minimum values.","Iterate backwards through the building heights, calculating the minimum required energy at each step based on the energy needed for the next building.",,algorithms,"['dynamic programming', 'binary search', 'simulation']"
https://www.hackerrank.com/challenges/maximum-subarray-sum?isFullScreen=true,"We define the following:
A
subarray
of array
of length
is a contiguous segment from
through
where
.
The
sum
of an array is the sum of its elements.
Given an
element array of integers,
, and an integer,
, determine the maximum value of the sum of any of its subarrays modulo
.
Example
The following table lists all subarrays and their moduli:
sum
%
2
[
1
]
1
1
[
2
]
2
0
[
3
]
3
1
[
1
,
2
]
3
1
[
2
,
3
]
5
1
[
1
,
2
,
3
]
6
0
The maximum modulus is
.
Function Description
Complete the
maximumSum
function in the editor below.
maximumSum has the following parameter(s):
long a[n]:
the array to analyze
long m:
the modulo divisor
Returns
-
long:
the maximum (subarray sum modulo
)
Input Format
The first line contains an integer
, the number of queries to perform.
The next
pairs of lines are as follows:
The first line contains two space-separated integers
and (long)
, the length of
and the modulo divisor.
The second line contains
space-separated long integers
.
Constraints
the sum of
over all test cases
Sample Input
STDIN       Function
-----       --------
1           q = 1
5 7         a[] size n = 5, m = 7
3 3 9 9 5
Sample Output
6
Explanation
The subarrays of array
and their respective sums modulo
are ranked in order of length and sum in the following list:
and
and
The maximum value for
for any subarray is
.",Calculate the prefix sum array and find the maximum difference between any two elements.,Sort the array and calculate the sum of the largest element modulo m.,"Calculate all possible subarray sums, store them in a list, take the modulo of each, and then find the maximum.",Iterate through each element and return that element modulo m if it is greater than the current max.,Use a TreeSet to store prefix sums modulo m and find the smallest element greater than the current prefix sum modulo m.,,algorithms,"['prefix sum', 'modulo', 'subarray']"
https://www.hackerrank.com/challenges/synchronous-shopping?isFullScreen=true,"Bitville is a seaside city that has a number of shopping centers connected by bidirectional roads, each of which has a travel time associated with it.  Each of the shopping centers may have a fishmonger who sells one or more kinds of fish.  Two cats,
Big Cat
and
Little Cat
, are at shopping center
(each of the centers is numbered consecutively from
to
).  They have a list of fish they want to purchase, and to save time, they will divide the list between them.  Determine the total travel time for the cats to purchase all of the types of fish, finally meeting at shopping center
.  Their paths may intersect, they may backtrack through shopping center
, and one may arrive at a different time than the other.  The minimum time to determine is when both have arrived at the destination.
For example, there are
shopping centers selling
types of fish.  The following is a graph that shows a possible layout of the shopping centers connected by
paths.  Each of the centers is labeled
.  Here
and
represent
Big Cat
and
Little Cat
, respectively.  In this example, both cats take the same path, i.e.
and arrive at time
having purchased all three types of fish they want.  Neither cat visits shopping centers
or
.
https://s3.amazonaws.com/hr-assets/0/1544041107-a20059b5a2-SynchronousShoppingExample.png
Function Description
Complete the
shop
function in the editor below.  It should return an integer that represents the minimum time required for their shopping.
shop has the following parameters:
-
n
: an integer, the number of shopping centers
-
k
: an integer, the number of types of fish
-
centers
: an array of strings of space-separated integers where the first integer of each element is the number of types of fish sold at a center and the remainder are the types sold
-
roads
: a 2-dimensional array of integers where the first two values are the shopping centers connected by the bi-directional road, and the third is the travel time for that road
Input Format
The first line contains
space-separated integers:
(the number of shopping centers),
(the number of roads), and
(the number of types of fish sold in Bitville), respectively.
Each line
of the
subsequent lines (
) describes a shopping center as a line of space-separated integers. Each line takes the following form:
The first integer,
, denotes the number of types of fish that are sold by the fishmonger at the
shopping center.
Each of the
subsequent integers on the line describes a type of fish sold by that fishmonger, denoted by
, where
going forward.
Each line
of the
subsequent lines (
) contains
space-separated integers that describe a road. The first two integers,
and
, describe the two shopping centers it connects. The third integer,
, denotes the amount of time it takes to travel the road.
Constraints
All
are different for every fixed
.
Each road connectes
distinct shopping centers (i.e., no road connects a shopping center to itself).
Each pair of shopping centers is directly connected by no more than
road.
It is possible to get to any shopping center from any other shopping center.
Each type of fish is always sold by at least one fishmonger.
Output Format
Print the minimum amount of time it will take for the cats to collectively purchase all
fish and meet up at shopping center
.
Sample Input
5 5 5
1 1
1 2
1 3
1 4
1 5
1 2 10
1 3 10
2 4 10
3 5 10
4 5 10
Sample Output
30
Explanation
https://s3.amazonaws.com/hr-assets/0/1544037692-e51dbc72a0-SynchronousShoppingSample0.png
represents a location
Big Cat
visits,
represents a location where
Little Cat
visits.
Big Cat
can travel
and buy fish at all of the shopping centers on his way.
Little Cat
can then travel
, and buy fish from the fishmonger at the
shopping center only.","Use Dijkstra's algorithm on the first cat and then apply Bellman-Ford for the second cat's path, combining results.",Run a single Dijkstra's algorithm from shopping center 1 and then multiply the result by 2.,"Perform a brute-force search, exploring all possible paths for both cats and selecting the minimum combined time.",Use Prim's algorithm to find the minimum spanning tree and then calculate the path through that tree.,"Use Dijkstra's algorithm with a bitmask representing the fish collected, considering both cats simultaneously to minimize total time.",,algorithms,"['graph algorithm', ""Dijkstra's"", 'bitmask']"
https://www.hackerrank.com/challenges/subset-component?isFullScreen=true,"You are given an array with
-bit integers:
.
BIT(x, i) = (x >> i) & 1, where
is the
lower bit of
in binary form.  If we regard every bit as a vertex of a graph G, there is an undirected edge between vertices
and
if there is a value
such that BIT(d[k], i) == 1 && BIT(d[k], j) == 1.
For every subset of the input array, how many
connected-components
are there in that graph?
A connected component in a graph is a set of nodes which are accessible to each other via a path of edges. There may be multiple connected components in a graph.
Example
In the real challenge, there will be
nodes associated with each integer in
represented as a
bit binary value.  For clarity, only
bits will be shown in the example but all
will be considered in the calculations.
Decimal  Binary Edges   Node ends
    d[0] = 1   0001   0
    d[1] = 2   0010   0
    d[2] = 3   0011   1       0 and 1
    d[3] = 5   0101   1       0 and 2
Consider all subsets:
Edges
    Subset   Count  Nodes  Connected components
    {1}         0           64
    {2}         0           64
    {3}         1   0-1     63
    {5}         1   0-2     63
    {1,2}       0           64
    {1,3}       1   0-1     63
    {1,5}       1   0-2     63
    {2,3}       1   0-1     63
    {2,5}       1   0-2     63
    {3,5}       2   0-1-2   62
    {1,2,3}     1   0-1     63
    {1,2,5}     1   0-2     63
    {1,3,5}     2   0-1-2   62
    {2,3,5}     2   0-1-2   62
    {1,2,3,5}   2   0-1-2   62
    Sum                    944
The values
and
have
bits set, so they have
edge each.  If a subset contains only a
or
, there will be one connected component with
nodes, and
components with
node for a total of
.
If both
and
are in a subset,
component with nodes
and
is formed since node
is one end of each edge described.  The other
nodes are solitary, so there are
connected components total.
All other values have only
bit set, so they have no edges.  They have
components with
node each.
Function Description
Complete the
findConnectedComponents
function in the editor below.
findConnectedComponents has the following parameters:
int d[n]:
an array of integers
Returns
int:
the sum of the number of connected components for all subsets of
Input Format
The first row contains the integer
, the size of
.
The next row has
space-separated integers,
.
Constraints",O(n^2) - Compare each subset individually.,O(n log n) - Sort the input array first.,"O(2^n * m) - Iterate through all subsets and perform a depth-first search (DFS) to find connected components, where m is the number of bits.",O(n*m) - Perform bitwise operations on all array elements,"O(n * 2^n) - Iterate through all possible subsets (2^n) and for each subset, compute connected components based on bitwise operations.",,algorithms,"['graph theory', 'bitwise operations', 'subsets']"
https://www.hackerrank.com/challenges/mr-k-marsh?isFullScreen=true,"Mr K has a rectangular plot of land which may have marshes where fenceposts cannot be set. He wants you to find the perimeter of the largest rectangular fence that can be built on this land.
For example, in the following
grid,
marks a marsh and
marks good land.
....
..x.
..x.
x...
If we number the rows and columns starting with
, we see that there are two main areas that can be fenced:
and
.  The longest perimeter is
.
Function Description
Complete the
kMarsh
function in the editor below.  It should print either an integer or
impossible
.
kMarsh has the following parameter(s):
grid
: an array of strings that represent the grid
Input Format
The first line contains two space-separated integers
and
, the grid rows and columns.
Each of the next
lines contains
characters each describing the state of the land. 'x' (ascii value: 120) if it is a marsh and '.' ( ascii value:46) otherwise.
Constraints
Output Format
Output contains a single integer - the largest perimeter. If the rectangular fence cannot be built, print
impossible
.
Sample Input 0
4 5
.....
.x.x.
.....
.....
Sample Output 0
14
Explanation 0
The fence can be put up around the entire field. The perimeter is
.
Sample Input 1
2 2
.x
x.
Sample Output 1
impossible
Explanation 1
We need a minimum of 4 points to place the 4 corners of the fence. Hence, impossible.
Sample Input 2
2 5
.....
xxxx.
Sample Output 2
impossible","Use dynamic programming to find the largest rectangle, considering marshes as obstacles, storing results in a 2D array of maximum perimeters.","Iterate through all possible rectangles, checking each cell within the rectangle to ensure it's not a marsh. Return the largest perimeter found or 'impossible'.","Employ a recursive function to explore possible rectangular fence configurations, pruning branches when a marsh is encountered, and returning the maximum perimeter.","Calculate the area of all possible rectangles and choose the one with the largest area, assuming area maximization leads to perimeter maximization.","Precompute a 2D array indicating reachable land from the top-left corner, then iterate through all possible rectangle corners to find the largest perimeter with no marshes.",,algorithms,"['dynamic programming', 'grid traversal', 'rectangle']"
https://www.hackerrank.com/challenges/sherlocks-array-merging-algorithm?isFullScreen=true,"Watson gave Sherlock a collection of arrays
. Here each
is an array of variable length. It is guaranteed that if you merge the arrays into one single array, you'll get an array,
, of
distinct integers in the range
.
Watson asks Sherlock to merge
into a sorted array. Sherlock is new to coding, but he accepts the challenge and writes the following algorithm:
(an empty array).
number of arrays in the collection
.
While there is at least one non-empty array in
:
(an empty array) and
.
While
:
If
is not empty:
Remove the first element of
and push it to
.
.
While
is not empty:
Remove the minimum element of
and push it to
.
Return
as the
output
.
Let's see an example. Let V be
.
https://s3.amazonaws.com/hr-assets/0/1487236255-0a10b84d71-sherlock4.png
The image below demonstrates how Sherlock will do the merging according to the algorithm:
https://s3.amazonaws.com/hr-assets/0/1487236775-99cec837ef-sherlock7.png
Sherlock isn't sure if his algorithm is correct or not. He ran Watson's
input
,
, through his pseudocode algorithm to produce an
output
,
, that contains an array of
integers. However, Watson forgot the contents of
and only has Sherlock's
with him! Can you help Watson reverse-engineer
to get the original contents of
?
Given
, find the number of different ways to create collection
such that it produces
when given to Sherlock's algorithm as
input
. As this number can be quite large, print it modulo
.
Notes:
Two collections of arrays are
different
if one of the following is
true
:
Their sizes are different.
Their sizes are the same but at least one array is present in one collection but not in the other.
Two arrays,
and
, are different if one of the following is
true
:
Their sizes are different.
Their sizes are the same, but there exists an index
such that
.
Input Format
The first line contains an integer,
, denoting the size of array
.
The second line contains
space-separated integers describing the respective values of
.
Constraints
Output Format
Print the number of different ways to create collection
, modulo
.
Sample Input 0
3
1 2 3
Sample Output 0
4
Explanation 0
There are four distinct possible collections:
.
Thus, we print the result of
as our answer.
Sample Input 1
2
2 1
Sample Output 1
1
Explanation 1
The only distinct possible collection is
, so we print the result of
as our answer.",Compute the number of partitions of the array into contiguous subarrays.,Calculate the power set of the array and count the valid combinations.,Count the number of subsequences of the array that are sorted.,"Apply dynamic programming to determine the number of ways to divide the array such that each division represents a valid input to Sherlock's algorithm, considering only strictly increasing subsequences","Use dynamic programming with memoization to count valid partitions, where each partition point 'i' represents a possible split and the subsequent elements must be greater than or equal to the last element of the previous subarray.",,algorithms,"['dynamic programming', 'partitions', 'memoization']"
https://www.hackerrank.com/challenges/array-splitting?isFullScreen=true,"Nikita just came up with a new array game. The rules are as follows:
Initially, Nikita has an array of integers.
In each move, Nikita must partition the array into
non-empty contiguous parts such that the sum of the elements in the left partition is equal to the sum of the elements in the right partition. If Nikita can make such a move, she gets
point; otherwise, the game ends.
After each successful move, Nikita discards either the left partition or the right partition and continues playing by using the remaining partition as array
.
Nikita loves this game and wants your help getting the best score possible. Given
, can you find and print the maximum number of points she can score?
For example, Nikita starts with the array
.  She first splits it into
and
, then discards
.
.  Discard
leaving
.  This cannot be further split, so Nikita scored
.
Function Description
Complete the
arraySplitting
function in the editor below.  It should return an integer that reperesents the number of times Nikita can split the array.
arraySplitting has the following parameter(s):
arr
: an array of integers
Input Format
The first line contains an integer
, the number of test cases.
Each of the next
pairs of lines is as follows:
The first line contains an integer
, the size of array
.
The next line contains
space-separated integers
.
Constraints
Scoring
for
of the test data
for
of the test data
for
of the test data
Output Format
For each test case, print Nikita's maximum possible score on a new line.
Sample Input
3
3
3 3 3
4
2 2 2 2
7
4 1 0 1 1 0 1
Sample Output
0
2
3
Explanation
Test Case 0:
Nikita cannot partition
into
parts having equal sums. Therefore, her maximum possible score is
and we print
on a new line.
Test Case 1:
Initially,
looks like this:
https://s3.amazonaws.com/hr-challenge-images/16423/1458891077-134273d179-split3.png
She splits the array into
partitions having equal sums, and then discards the left partition:
https://s3.amazonaws.com/hr-challenge-images/16423/1458890937-8e9211544a-split1.png
She then splits the new array into
partitions having equal sums, and then discards the left partition:
https://s3.amazonaws.com/hr-challenge-images/16423/1458891080-141706afdb-split2.png
At this point the array only has
element and can no longer be partitioned, so the game ends. Because Nikita successfully split the array twice, she gets
points and we print
on a new line.
Test Case 2:
array
a1
a2
[
4
,
1
,
0
,
1
,
1
,
0
,
1
]
[
4
]
[
1
,
0
,
1
,
1
,
0
,
1
]
[
1
,
0
,
1
,
1
,
0
,
1
]
[
1
,
0
,
1
]
[
1
,
0
,
1
]
[
1
,
0
,
1
]
[
1
,
0
]
[
1
]
The answer is
.","Return 0 if the array has only one element; otherwise, return 1",Return the floor of the array's length divided by 2,"Return the array's length minus 1 if all elements are equal; otherwise, return 0","Return 1 if the sum of all elements is even; otherwise, return 0","Recursively split the array into two equal sum partitions, adding 1 to the score for each successful split and continuing with the remaining partition",,algorithms,"['array', 'recursion', 'summation']"
https://www.hackerrank.com/challenges/ticket?isFullScreen=true,"There are
people at the railway station, and each one wants to buy a ticket to go to one of
different destinations. The
people are in a queue.
There are
ticket windows from which tickets can be purchased. The
people will be distributed in the windows such that
the order is maintained
. In other words, suppose we number the people
to
from front to back. If person
and person
go to the same window and
, then person
should still be ahead of person
in the window.
Each ticketing window has an offer. If a person in the queue shares the same destination as the person immediately in front of him/her, a 20% reduction in the ticket price is offered to him/her.
For example, suppose there are
people in the queue for a single ticket window, all with the same destination which costs
bucks. Then the first person in the queue pays
bucks, and the 2nd and 3rd persons get a discount of 20% on
bucks, so they end up paying
bucks each instead of
bucks.
Try to distribute the
people across the
windows such that the total cost
paid by all
people is minimized.
Input Format
The first line contains
integers:
is the number of people
is the number of ticket windows
is the number of destinations separated by a single space (in the same order)
Then
lines follow. The
line contains an alphanumeric string
and an integer
:
is the
destination
is the ticket price for
Then
lines follow. The
line contains an alphanumeric string
which is the destination of the
person.
Constraints
The
available destinations have nonempty and distinct names.
Each person's destination appears in the list of
available destinations.
Output Format
Output
lines. The first line contains
, the total cost that is to be minimized. In the
following line, print the ticket window which the
person goes to. The windows are indexed
to
. There may be multiple ways to distribute the people among the windows such that the total cost is minimized; any one will be accepted.
The answer
will be accepted if it is within an error of
of the true answer.
Sample Input
5 2 3
CALIFORNIA 10
HAWAII 8
NEWYORK 12
NEWYORK
NEWYORK
CALIFORNIA
NEWYORK
HAWAII
Sample Output
49.2
1
1
2
1
1
Explanation
At the beginning, all the people are in the same queue, and will go to the ticket windows one by one in the initial order.
will buy ticket in the first window.
will buy ticket in the second window.
In the first ticket window, #1 will pay
bucks to go to
NEWYORK
, and #2 and #4 have the same destination with the person in front of them, so they will get 20% off, and will pay
bucks each. #5 has a different destination, so it will cost him
bucks to go to
HAWAII
.
In the second ticket window, #3 will pay
bucks to go to
CALIFORNIA
.","Use a greedy approach, assigning each person to the window with the lowest current cost.",Sort people by destination and assign them to windows based on destination frequency.,Calculate the cost for each possible window assignment and choose the minimum using recursion without memoization.,"Assign people to windows in a round-robin fashion, regardless of destination.",Use dynamic programming to find the minimum cost by considering all possible assignments of people to windows.,,algorithms,"['dynamic programming', 'optimization', 'queue']"
https://www.hackerrank.com/challenges/coprime-paths?isFullScreen=true,"You are given an undirected, connected graph,
, with
nodes and
edges where
. Each node
is initially assigned a value,
, that has
at most
prime divisors.
You must answer
queries in the form
u v
. For each query, find and print the
number of
pairs
of nodes on the path between
and
such that
and the length of the path between
and
is minimal among all paths from
to
.
Input Format
The first line contains two space-separated integers describing the respective values of
and
.
The second line contains
space-separated integers describing the respective values of
.
Each of the
subsequent lines contains two space-separated integers,
and
, describing an edge between nodes
and
.
Each of the
subsequent lines contains two space-separated integers,
and
, describing a query.
Constraints
Output Format
For each query, print an integer on a new line denoting the
number of
pairs
of nodes on the path between
and
such that
and the length of the path between
and
is minimal among all paths from
to
.
Sample Input 0
6 5
3 2 4 1 6 5
1 2
1 3
2 4
2 5
3 6
4 6
5 6
1 1
1 6
6 1
Sample Output 0
9
6
0
3
3
Explanation 0
The diagram below depicts graph
and the
paths specified by each query, as well as the
Pair Values
for each path in the form
:
https://s3.amazonaws.com/hr-challenge-images/0/1482360845-85c6797f26-woc-coprime-pairs.png
Recall that, for each queried path, we want to find and print the number of
pairs of nodes such that
.",Use Depth-First Search (DFS) to enumerate all possible paths and then check for coprimality and minimal path length.,Precompute all pairwise shortest paths using Floyd-Warshall and then iterate over the precomputed paths to count coprime pairs.,"Apply Dijkstra's algorithm to find the shortest path, then iterate through the nodes in the shortest path and use memoization to improve efficiency.","Employ a greedy algorithm by always choosing the edge with the smallest weight, ignoring coprimality and path length minimality.","Perform Breadth-First Search (BFS) to find the shortest path, and simultaneously compute the number of coprime pairs on each shortest path found.",,algorithms,"['graph theory', 'coprime', 'shortest path']"
https://www.hackerrank.com/challenges/the-time-in-words?isFullScreen=true,"Given the time in numerals we may convert it into words, as shown below:
At
, use
o' clock
.  For
, use
past
, and for
use
to
.  Note the space between the apostrophe and
clock
in
o' clock
.  Write a program which prints the time in words for the input given in the format described.
Function Description
Complete the
timeInWords
function in the editor below.
timeInWords has the following parameter(s):
int h:
the hour of the day
int m:
the minutes after the hour
Returns
string:
a time string as described
Input Format
The first line contains
, the hours portion
The second line contains
, the minutes portion
Constraints
Sample Input 0
5
47
Sample Output 0
thirteen minutes to six
Sample Input 1
3
00
Sample Output 1
three o' clock
Sample Input 2
7
15
Sample Output 2
quarter past seven",Use a series of if/else statements to handle each possible minute value individually.,Create a lookup table containing all possible time phrases and use h and m as indices.,Convert the hour and minute integers to strings and concatenate them with appropriate words.,Employ a recursive function that iteratively breaks down the time into smaller units.,"Use lookup arrays/dictionaries for numbers and phrases, combined with conditional logic for 'past', 'to', and 'o' clock'.",,algorithms,"['string manipulation', 'conditionals', 'lookup table']"
https://www.hackerrank.com/challenges/yet-another-minimax-problem?isFullScreen=true,"You are given
non-negative integers,
. We define the
score
for some permutation (
) of length
to be the maximum of
for
.
Find the permutation with the minimum possible score and print its score.
Note:
is the
exclusive-OR
(XOR) operator.
Input Format
The first line contains single integer,
, denoting the number of integers.
The second line contains
space-separated integers,
, describing the respective integers.
Constraints
Output Format
Print a single integer denoting the minimum possible score.
Sample Input 0
4
1 2 3 4
Sample Output 0
5
Sample Input 1
3
1 2 3
Sample Output 1
2
Explanation
Sample Case 0:
The permutation with the
minimum score
is
:
Because the permutation's score is the
maximum
of these values, we print
on a new line.
Sample Case 1:
The permutation with the
minimum score
is
:
Because the permutation's score is the
maximum
of these values, we print
on a new line.",The minimum XOR value among all pairs of numbers in the array.,The XOR of the smallest and largest numbers in the array.,The median value of the sorted array.,The largest number in the array.,"Half the maximum number in the array, rounded up to the nearest integer.",,algorithms,"['XOR', 'permutations', 'optimization']"
https://www.hackerrank.com/challenges/walking-the-approximate-longest-path?isFullScreen=true,"Jenna is playing a computer game involving a large map with
cities numbered sequentially from
to
that are connected by
bidirectional roads. The game's objective is to travel to as many cities as possible without visiting any city more than once. The more cities the player visits, the more points they earn.
As Jenna's fellow student at Hackerland University, she asks you for help choosing an optimal path. Given the map, can you help her find a path that maximizes her score?
Note:
She can start and end her path at any two distinct cities.
Input Format
The first line contains two space-separated integers describing the respective values of
(the number of cities) and
(the number of roads).
Each line
of the
subsequent lines contains two space-separated integers,
and
, describing a bidirectional road between cities
and
.
Map Generation Algorithm
The graph representing the map was generated randomly in the following way:
Initially, the graph was empty.
Permutations
were chosen uniformly at random among all
permutations.
For each
, edge
was added to the graph.
An additional
edges were chosen uniformly at random among all possible sets of
edges which don't intersect with edges added during step
.
Constraints
For
of test
and
.
For
of test
and
.
For
of test
and
.
It's guaranteed that a valid path of length
always exists.
Scoring
A valid path of length
earns
of a test case's available points. The total score will be rounded to next
.
Output Format
Print the following two lines of output:
The first line must contain a single integer,
, denoting the length of the path.
The second line must contain
distinct space-separated integers describing Jenna's path in the same order in which she visited each city.
Sample Input 0
4 5
3 1
3 4
2 4
2 3
4 1
Sample Output 0
4
1 4 2 3
Explanation 0
The diagrams below depict the city's initial map, an optimal path that would earn a full score, and an alternative path that would earn a partial score:
https://s3.amazonaws.com/hr-challenge-images/0/1478735142-1f1c6a35d2-walk-the-approximate-longest-path.png
In the optimal path (center image), Jenna walks the path
. This answer earns
of the maximum score because the path length,
, is equal to
(i.e., she was able to visit every city exactly once).
In the alternative path (right image), Jenna walks the path
for
of the maximum score.",Always choose the shortest path between two cities to reduce the overall path length.,Perform a Depth-First Search (DFS) from a random starting city and backtrack when a dead-end is reached.,Apply a greedy algorithm by repeatedly selecting the city with the fewest unvisited neighbors.,Use a Minimum Spanning Tree (MST) algorithm to find the minimum cost path through all cities.,"Find a Hamiltonian path (or a close approximation) in the graph, visiting each city exactly once.",,algorithms,"['graph theory', 'pathfinding', 'Hamiltonian path']"
