Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
3292,Minimum Number of Valid Strings to Form Target II,minimum-number-of-valid-strings-to-form-target-ii,"Array,String,Binary Search,Dynamic Programming,Segment Tree,Rolling Hash,String Matching,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDUy,VG9waWNUYWdOb2RlOjYxMDY1"
3293,Calculate Product Final Price,calculate-product-final-price,Database,VG9waWNUYWdOb2RlOjYxMDQz
3294,Convert Doubly Linked List to Array II,convert-doubly-linked-list-to-array-ii,"Array,Linked List,Doubly-Linked List","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjYxMDU4"
3295,Report Spam Message,report-spam-message,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
3296,Minimum Number of Seconds to Make Mountain Height Zero,minimum-number-of-seconds-to-make-mountain-height-zero,"Array,Math,Binary Search,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
3297,Count Substrings That Can Be Rearranged to Contain a String I,count-substrings-that-can-be-rearranged-to-contain-a-string-i,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
3298,Count Substrings That Can Be Rearranged to Contain a String II,count-substrings-that-can-be-rearranged-to-contain-a-string-ii,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
3299,Sum of Consecutive Subsequences,sum-of-consecutive-subsequences,"Array,Hash Table,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz"
3300,Minimum Element After Replacement With Digit Sum,minimum-element-after-replacement-with-digit-sum,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
3301,Maximize the Total Height of Unique Towers,maximize-the-total-height-of-unique-towers,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
3302,Find the Lexicographically Smallest Valid Sequence,find-the-lexicographically-smallest-valid-sequence,"Two Pointers,String,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3"
3303,Find the Occurrence of First Almost Equal Substring,find-the-occurrence-of-first-almost-equal-substring,"String,String Matching","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDUy"
3304,Find the K-th Character in String Game I,find-the-k-th-character-in-string-game-i,"Math,Bit Manipulation,Recursion,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDU1"
3305,Count of Substrings Containing Every Vowel and K Consonants I,count-of-substrings-containing-every-vowel-and-k-consonants-i,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
3306,Count of Substrings Containing Every Vowel and K Consonants II,count-of-substrings-containing-every-vowel-and-k-consonants-ii,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
3307,Find the K-th Character in String Game II,find-the-k-th-character-in-string-game-ii,"Math,Bit Manipulation,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMx"
3308,Find Top Performing Driver,find-top-performing-driver,Database,VG9waWNUYWdOb2RlOjYxMDQz
3309,Maximum Possible Number by Binary Concatenation,maximum-possible-number-by-binary-concatenation,"Array,Bit Manipulation,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY2"
3310,Remove Methods From Project,remove-methods-from-project,"Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0"
3311,Construct 2D Grid Matching Graph Layout,construct-2d-grid-matching-graph-layout,"Array,Hash Table,Graph,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUz"
3312,Sorted GCD Pair Queries,sorted-gcd-pair-queries,"Array,Hash Table,Math,Binary Search,Combinatorics,Counting,Number Theory,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU2,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY3,VG9waWNUYWdOb2RlOjYxMDY4"
3313,Find the Last Marked Nodes in Tree,find-the-last-marked-nodes-in-tree,"Tree,Depth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx"
3314,Construct the Minimum Bitwise Array I,construct-the-minimum-bitwise-array-i,"Array,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5"
3315,Construct the Minimum Bitwise Array II,construct-the-minimum-bitwise-array-ii,"Array,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5"
3316,Find Maximum Removals From Source String,find-maximum-removals-from-source-string,"Array,Hash Table,Two Pointers,String,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
3317,Find the Number of Possible Ways for an Event,find-the-number-of-possible-ways-for-an-event,"Math,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2"
3318,Find X-Sum of All K-Long Subarrays I,find-x-sum-of-all-k-long-subarrays-i,"Array,Hash Table,Sliding Window,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw"
3319,K-th Largest Perfect Subtree Size in Binary Tree,k-th-largest-perfect-subtree-size-in-binary-tree,"Tree,Depth-First Search,Sorting,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU3"
3320,Count The Number of Winning Sequences,count-the-number-of-winning-sequences,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
3321,Find X-Sum of All K-Long Subarrays II,find-x-sum-of-all-k-long-subarrays-ii,"Array,Hash Table,Sliding Window,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw"
3322,Premier League Table Ranking III,premier-league-table-ranking-iii,Database,VG9waWNUYWdOb2RlOjYxMDQz
3323,Minimize Connected Groups by Inserting Interval,minimize-connected-groups-by-inserting-interval,"Array,Binary Search,Sliding Window,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5"
3324,Find the Sequence of Strings Appeared on the Screen,find-the-sequence-of-strings-appeared-on-the-screen,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
3325,Count Substrings With K-Frequency Characters I,count-substrings-with-k-frequency-characters-i,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
3326,Minimum Division Operations to Make Array Non Decreasing,minimum-division-operations-to-make-array-non-decreasing,"Array,Math,Greedy,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY3"
3327,Check if DFS Strings Are Palindromes,check-if-dfs-strings-are-palindromes,"Array,Hash Table,String,Tree,Depth-First Search,Hash Function","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDY1"
3328,Find Cities in Each State II,find-cities-in-each-state-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
3329,Count Substrings With K-Frequency Characters II,count-substrings-with-k-frequency-characters-ii,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
3330,Find the Original Typed String I,find-the-original-typed-string-i,String,VG9waWNUYWdOb2RlOjEw
3331,Find Subtree Sizes After Changes,find-subtree-sizes-after-changes,"Array,Hash Table,String,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx"
3332,Maximum Points Tourist Can Earn,maximum-points-tourist-can-earn,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
3333,Find the Original Typed String II,find-the-original-typed-string-ii,"String,Dynamic Programming,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY4"
3334,Find the Maximum Factor Score of Array,find-the-maximum-factor-score-of-array,"Array,Math,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY3"
3335,Total Characters in String After Transformations I,total-characters-in-string-after-transformations-i,"Hash Table,Math,String,Dynamic Programming,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDYy"
3336,Find the Number of Subsequences With Equal GCD,find-the-number-of-subsequences-with-equal-gcd,"Array,Math,Dynamic Programming,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY3"
3337,Total Characters in String After Transformations II,total-characters-in-string-after-transformations-ii,"Hash Table,Math,String,Dynamic Programming,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDYy"
3338,Second Highest Salary II,second-highest-salary-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
3339,Find the Number of K-Even Arrays,find-the-number-of-k-even-arrays,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
3340,Check Balanced String,check-balanced-string,String,VG9waWNUYWdOb2RlOjEw
3341,Find Minimum Time to Reach Last Room I,find-minimum-time-to-reach-last-room-i,"Array,Graph,Heap (Priority Queue),Matrix,Shortest Path","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDc2"
3342,Find Minimum Time to Reach Last Room II,find-minimum-time-to-reach-last-room-ii,"Array,Graph,Heap (Priority Queue),Matrix,Shortest Path","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDc2"
3343,Count Number of Balanced Permutations,count-number-of-balanced-permutations,"Math,String,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2"
3344,Maximum Sized Array,maximum-sized-array,"Binary Search,Bit Manipulation","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE5"
3345,Smallest Divisible Digit Product I,smallest-divisible-digit-product-i,"Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2"
3346,Maximum Frequency of an Element After Performing Operations I,maximum-frequency-of-an-element-after-performing-operations-i,"Array,Binary Search,Sliding Window,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4"
3347,Maximum Frequency of an Element After Performing Operations II,maximum-frequency-of-an-element-after-performing-operations-ii,"Array,Binary Search,Sliding Window,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4"
3348,Smallest Divisible Digit Product II,smallest-divisible-digit-product-ii,"Math,String,Backtracking,Greedy,Number Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY3"
3349,Adjacent Increasing Subarrays Detection I,adjacent-increasing-subarrays-detection-i,Array,VG9waWNUYWdOb2RlOjU=
3350,Adjacent Increasing Subarrays Detection II,adjacent-increasing-subarrays-detection-ii,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
3351,Sum of Good Subsequences,sum-of-good-subsequences,"Array,Hash Table,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz"
3352,Count K-Reducible Numbers Less Than N,count-k-reducible-numbers-less-than-n,"Math,String,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2"
3353,Minimum Total Operations,minimum-total-operations,Array,VG9waWNUYWdOb2RlOjU=
3354,Make Array Elements Equal to Zero,make-array-elements-equal-to-zero,"Array,Simulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDY4"
3355,Zero Array Transformation I,zero-array-transformation-i,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
3356,Zero Array Transformation II,zero-array-transformation-ii,"Array,Binary Search,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY4"
3357,Minimize the Maximum Adjacent Element Difference,minimize-the-maximum-adjacent-element-difference,"Array,Binary Search,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3"
3358,Books with NULL Ratings,books-with-null-ratings,Database,VG9waWNUYWdOb2RlOjYxMDQz
3359,Find Sorted Submatrices With Maximum Element at Most K,find-sorted-submatrices-with-maximum-element-at-most-k,"Array,Stack,Matrix,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU0"
3360,Stone Removal Game,stone-removal-game,"Math,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1"
3361,Shift Distance Between Two Strings,shift-distance-between-two-strings,"Array,String,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY4"
3362,Zero Array Transformation III,zero-array-transformation-iii,"Array,Greedy,Sorting,Heap (Priority Queue),Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDY4"
3363,Find the Maximum Number of Fruits Collected,find-the-maximum-number-of-fruits-collected,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
3364,Minimum Positive Sum Subarray ,minimum-positive-sum-subarray,"Array,Sliding Window,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY4"
3365,Rearrange K Substrings to Form Target String,rearrange-k-substrings-to-form-target-string,"Hash Table,String,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
3366,Minimum Array Sum,minimum-array-sum,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3367,Maximize Sum of Weights after Edge Removals,maximize-sum-of-weights-after-edge-removals,"Dynamic Programming,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx"
3368,First Letter Capitalization,first-letter-capitalization,Database,VG9waWNUYWdOb2RlOjYxMDQz
3369,Design an Array Statistics Tracker ,design-an-array-statistics-tracker,"Hash Table,Binary Search,Design,Queue,Heap (Priority Queue),Data Stream,Ordered Set","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYz,VG9waWNUYWdOb2RlOjYxMDcw"
3370,Smallest Number With All Set Bits,smallest-number-with-all-set-bits,"Math,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5"
3371,Identify the Largest Outlier in an Array,identify-the-largest-outlier-in-an-array,"Array,Hash Table,Counting,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY2"
3372,Maximize the Number of Target Nodes After Connecting Trees I,maximize-the-number-of-target-nodes-after-connecting-trees-i,"Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
3373,Maximize the Number of Target Nodes After Connecting Trees II,maximize-the-number-of-target-nodes-after-connecting-trees-ii,"Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
3374,First Letter Capitalization II,first-letter-capitalization-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
3375,Minimum Operations to Make Array Values Equal to K,minimum-operations-to-make-array-values-equal-to-k,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
3376,Minimum Time to Break Locks I,minimum-time-to-break-locks-i,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Depth-First Search,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDc4"
3377,Digit Operations to Make Two Integers Equal,digit-operations-to-make-two-integers-equal,"Math,Graph,Heap (Priority Queue),Number Theory,Shortest Path","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDY3,VG9waWNUYWdOb2RlOjYxMDc2"
3378,Count Connected Components in LCM Graph,count-connected-components-in-lcm-graph,"Array,Hash Table,Math,Union Find,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDY3"
3379,Transformed Array,transformed-array,"Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1"
3380,Maximum Area Rectangle With Point Constraints I,maximum-area-rectangle-with-point-constraints-i,"Array,Math,Binary Indexed Tree,Segment Tree,Geometry,Sorting,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjM4,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY2"
3381,Maximum Subarray Sum With Length Divisible by K,maximum-subarray-sum-with-length-divisible-by-k,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
3382,Maximum Area Rectangle With Point Constraints II,maximum-area-rectangle-with-point-constraints-ii,"Array,Math,Binary Indexed Tree,Segment Tree,Geometry,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjM4,VG9waWNUYWdOb2RlOjYxMDQ5"
3383,Minimum Runes to Add to Cast Spell,minimum-runes-to-add-to-cast-spell,"Array,Depth-First Search,Breadth-First Search,Union Find,Graph,Topological Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
3384,Team Dominance by Pass Success,team-dominance-by-pass-success,Database,VG9waWNUYWdOb2RlOjYxMDQz
3385,Minimum Time to Break Locks II,minimum-time-to-break-locks-ii,"Array,Depth-First Search,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI0"
3386,Button with Longest Push Time,button-with-longest-push-time,Array,VG9waWNUYWdOb2RlOjU=
3387,Maximize Amount After Two Days of Conversions,maximize-amount-after-two-days-of-conversions,"Array,String,Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0"
3388,Count Beautiful Splits in an Array,count-beautiful-splits-in-an-array,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3389,Minimum Operations to Make Character Frequencies Equal,minimum-operations-to-make-character-frequencies-equal,"Hash Table,String,Dynamic Programming,Counting,Enumeration","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY2"
3390,Longest Team Pass Streak,longest-team-pass-streak,Database,VG9waWNUYWdOb2RlOjYxMDQz
3391,Design a 3D Binary Matrix with Efficient Layer Tracking,design-a-3d-binary-matrix-with-efficient-layer-tracking,"Array,Hash Table,Design,Heap (Priority Queue),Matrix,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDcw"
3392,Count Subarrays of Length Three With a Condition,count-subarrays-of-length-three-with-a-condition,Array,VG9waWNUYWdOb2RlOjU=
3393,Count Paths With the Given XOR Value,count-paths-with-the-given-xor-value,"Array,Dynamic Programming,Bit Manipulation,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDUz"
3394,Check if Grid can be Cut into Sections,check-if-grid-can-be-cut-into-sections,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
3395,Subsequences with a Unique Middle Mode I,subsequences-with-a-unique-middle-mode-i,"Array,Hash Table,Math,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2"
3396,Minimum Number of Operations to Make Elements in Array Distinct,minimum-number-of-operations-to-make-elements-in-array-distinct,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
3397,Maximum Number of Distinct Elements After Operations,maximum-number-of-distinct-elements-after-operations,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
3398,Smallest Substring With Identical Characters I,smallest-substring-with-identical-characters-i,"Array,Binary Search,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY2"
3399,Smallest Substring With Identical Characters II,smallest-substring-with-identical-characters-ii,"String,Binary Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx"
3400,Maximum Number of Matching Indices After Right Shifts,maximum-number-of-matching-indices-after-right-shifts,"Array,Two Pointers,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDU1"
3401,Find Circular Gift Exchange Chains,find-circular-gift-exchange-chains,Database,VG9waWNUYWdOb2RlOjYxMDQz
3402,Minimum Operations to Make Columns Strictly Increasing,minimum-operations-to-make-columns-strictly-increasing,"Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz"
3403,Find the Lexicographically Largest String From the Box I,find-the-lexicographically-largest-string-from-the-box-i,"Two Pointers,String,Enumeration","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY2"
