Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Sort List,sort-list,148,"Given the head of a linked list, return the list after sorting it in ascending order. ","Linked List,Two Pointers,Divide and Conquer,Sorting,Merge Sort","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUx",Medium,61.9,1703690,1054490,,12376,390,,"21,75,147,1992","Merge Two Sorted Lists,Sort Colors,Insertion Sort List,Sort Linked List Already Sorted Using Absolute Values"
Max Points on a Line,max-points-on-a-line,149,"Given an array of points where points[i] = [xi, yi] represents a point on the X-Y plane, return the maximum number of points that lie on the same straight line. ","Array,Hash Table,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4",Hard,29.0,1612439,467680,,4370,554,,"356,2287,2367,3699","Line Reflection,Minimum Number of Lines to Cover Points,Minimum Lines to Represent a Line Chart,Count Special Subsequences"
Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,150,You are given an array of strings tokens that represents an arithmetic expression in a Reverse Polish Notation. Evaluate the expression. Return an integer that represents the value of the expression. Note that: ,"Array,Math,Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE1",Medium,55.0,2565073,1411207,,8166,1151,,"224,282","Basic Calculator,Expression Add Operators"
Reverse Words in a String,reverse-words-in-a-string,151,"Given an input string s, reverse the order of the words. A word is defined as a sequence of non-space characters. The words in s will be separated by at least one space. Return a string of the words in reverse order concatenated by a single space. Note that s may contain leading or trailing spaces or multiple spaces between two words. The returned string should only have a single space separating the words. Do not include any extra spaces. ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,52.1,4611148,2400434,,9517,5389,,186,Reverse Words in a String II
Maximum Product Subarray,maximum-product-subarray,152,"Given an integer array nums, find a subarray that has the largest product, and return the product. The test cases are generated so that the answer will fit in a 32-bit integer. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,35.0,4761527,1665336,,19481,786,,"53,198,238,628,713","Maximum Subarray,House Robber,Product of Array Except Self,Maximum Product of Three Numbers,Subarray Product Less Than K"
Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,153,"Suppose an array of length n sorted in ascending order is rotated between 1 and n times. For example, the array nums = [0,1,2,4,5,6,7] might become: Notice that rotating an array [a[0], a[1], a[2], ..., a[n-1]] 1 time results in the array [a[n-1], a[0], a[1], a[2], ..., a[n-2]]. Given the sorted rotated array nums of unique elements, return the minimum element of this array. You must write an algorithm that runs in O(log n) time. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Medium,52.7,4688001,2470160,,14301,626,"Array was originally in ascending order. Now that the array is rotated, there would be a point in the array where there is a small deflection from the increasing sequence. eg. The array would be something like [4, 5, 6, 7, 0, 1, 2]. You can divide the search space into two and see which direction to go.
Can you think of an algorithm which has O(logN) search complexity? All the elements to the left of inflection point > first element of the array.
All the elements to the right of inflection point < first element of the array.","33,154","Search in Rotated Sorted Array,Find Minimum in Rotated Sorted Array II"
Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,154,"Suppose an array of length n sorted in ascending order is rotated between 1 and n times. For example, the array nums = [0,1,4,4,5,6,7] might become: Notice that rotating an array [a[0], a[1], a[2], ..., a[n-1]] 1 time results in the array [a[n-1], a[0], a[1], a[2], ..., a[n-2]]. Given the sorted rotated array nums that may contain duplicates, return the minimum element of this array. You must decrease the overall operation steps as much as possible. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Hard,44.1,1213024,535181,,4898,505,,153,Find Minimum in Rotated Sorted Array
Min Stack,min-stack,155,"Design a stack that supports push, pop, top, and retrieving the minimum element in constant time. Implement the MinStack class: You must implement a solution with O(1) time complexity for each function. ","Stack,Design","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjI1",Medium,56.5,3952879,2233314,,15154,953,Consider each node in the stack having a minimum value. (Credits to @aakarshmadhavan),"239,716","Sliding Window Maximum,Max Stack"
Binary Tree Upside Down,binary-tree-upside-down,156,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,64.5,174497,112584,,287,381,,206,Reverse Linked List
Read N Characters Given Read4,read-n-characters-given-read4,157,,"Array,Simulation,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDU5",Easy,42.3,481494,203499,,595,3578,,158,Read N Characters Given read4 II - Call Multiple Times
Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,158,,"Array,Simulation,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDU5",Hard,42.9,447846,192202,,879,1817,,157,Read N Characters Given Read4
Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,159,,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx",Medium,56.5,508825,287475,,2255,37,,"3,239,340,1034","Longest Substring Without Repeating Characters,Sliding Window Maximum,Longest Substring with At Most K Distinct Characters,Subarrays with K Different Integers"
Intersection of Two Linked Lists,intersection-of-two-linked-lists,160,"Given the heads of two singly linked-lists headA and headB, return the node at which the two lists intersect. If the two linked lists have no intersection at all, return null. For example, the following two linked lists begin to intersect at node c1: The test cases are generated such that there are no cycles anywhere in the entire linked structure. Note that the linked lists must retain their original structure after the function returns. Custom Judge: The inputs to the judge are given as follows (your program is not given these inputs): The judge will then create the linked structure based on these inputs and pass the two heads, headA and headB to your program. If you correctly return the intersected node, then your solution will be accepted. ","Hash Table,Linked List,Two Pointers","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=",Easy,61.2,3277402,2006271,,15837,1444,,599,Minimum Index Sum of Two Lists
One Edit Distance,one-edit-distance,161,,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,34.5,655949,226176,,1428,192,,72,Edit Distance
Find Peak Element,find-peak-element,162,"A peak element is an element that is strictly greater than its neighbors. Given a 0-indexed integer array nums, find a peak element, and return its index. If the array contains multiple peaks, return the index to any of the peaks. You may imagine that nums[-1] = nums[n] = -∞. In other words, an element is always considered to be strictly greater than a neighbor that is outside the array. You must write an algorithm that runs in O(log n) time. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Medium,46.5,4235192,1969947,,13443,4850,,"882,2047,2273,2316,3221","Peak Index in a Mountain Array,Find a Peak Element II,Pour Water Between Buckets to Make Water Levels Equal,Count Hills and Valleys in an Array,Find the Peaks"
Missing Ranges,missing-ranges,163,,Array,VG9waWNUYWdOb2RlOjU=,Easy,35.3,831548,293402,,1162,3013,,"228,2815","Summary Ranges,Find Maximal Uncovered Ranges"
Maximum Gap,maximum-gap,164,"Given an integer array nums, return the maximum difference between two successive elements in its sorted form. If the array contains less than two elements, return 0. You must write an algorithm that runs in linear time and uses linear extra space. ","Array,Sorting,Bucket Sort,Radix Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYw,VG9waWNUYWdOb2RlOjYxMDYx",Medium,49.4,564944,279183,,3444,423,,"1742,2355","Widest Vertical Area Between Two Points Containing No Points,Maximum Consecutive Floors Without Special Floors"
Compare Version Numbers,compare-version-numbers,165,"Given two version strings, version1 and version2, compare them. A version string consists of revisions separated by dots '.'. The value of the revision is its integer conversion ignoring leading zeros. To compare version strings, compare their revision values in left-to-right order. If one of the version strings has fewer revisions, treat the missing revision values as 0. Return the following: ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,42.4,1298772,550466,,2776,2761,You can use two pointers for each version string to traverse them together while comparing the corresponding segments. Utilize the substring method to extract each version segment delimited by '.'. Ensure you're extracting the segments correctly by adjusting the start and end indices accordingly.,,
Fraction to Recurring Decimal,fraction-to-recurring-decimal,166,"Given two integers representing the numerator and denominator of a fraction, return the fraction in string format. If the fractional part is repeating, enclose the repeating part in parentheses. If multiple answers are possible, return any of them. It is guaranteed that the length of the answer string is less than 104 for all the given inputs. ","Hash Table,Math,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Medium,26.2,982204,257799,,2183,3741,"No scary math, just apply elementary math knowledge. Still remember how to perform a long division? Try a long division on 4/9, the repeating part is obvious. Now try 4/333. Do you see a pattern? Notice that once the remainder starts repeating, so does the divided result. Be wary of edge cases! List out as many test cases as you can think of and test your code thoroughly.",,
Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,167,"Given a 1-indexed array of integers numbers that is already sorted in non-decreasing order, find two numbers such that they add up to a specific target number. Let these two numbers be numbers[index1] and numbers[index2] where 1 <= index1 < index2 <= numbers.length. Return the indices of the two numbers, index1 and index2, added by one as an integer array [index1, index2] of length 2. The tests are generated such that there is exactly one solution. You may not use the same element twice. Your solution must use only constant extra space. ","Array,Two Pointers,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx",Medium,63.4,4333501,2749242,,12603,1474,,"1,653,1083","Two Sum,Two Sum IV - Input is a BST,Two Sum Less Than K"
Excel Sheet Column Title,excel-sheet-column-title,168,"Given an integer columnNumber, return its corresponding column title as it appears in an Excel sheet. For example: ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Easy,43.6,1455751,635258,,5837,880,,"171,2304,3797","Excel Sheet Column Number,Cells in a Range on an Excel Sheet,Design Spreadsheet"
Majority Element,majority-element,169,"Given an array nums of size n, return the majority element. The majority element is the element that appears more than ⌊n / 2⌋ times. You may assume that the majority element always exists in the array. ","Array,Hash Table,Divide and Conquer,Sorting,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYy",Easy,65.8,6648713,4371702,,21098,740,,"229,1102,2486,2888,3331,3707,3736","Majority Element II,Check If a Number Is Majority Element in a Sorted Array,Most Frequent Even Element,Minimum Index of a Valid Split,Minimum Operations to Exceed Threshold Value I,Find the Most Common Response,Find Valid Pair of Adjacent Digits in String"
Two Sum III - Data structure design,two-sum-iii-data-structure-design,170,,"Array,Hash Table,Two Pointers,Design,Data Stream","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDYz",Easy,38.7,441008,170628,,691,457,,"1,288,653","Two Sum,Unique Word Abbreviation,Two Sum IV - Input is a BST"
Excel Sheet Column Number,excel-sheet-column-number,171,"Given a string columnTitle that represents the column title as appears in an Excel sheet, return its corresponding column number. For example: ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Easy,65.8,1211745,797265,,4940,389,,"168,2304","Excel Sheet Column Title,Cells in a Range on an Excel Sheet"
Factorial Trailing Zeroes,factorial-trailing-zeroes,172,"Given an integer n, return the number of trailing zeroes in n!. Note that n! = n * (n - 1) * (n - 2) * ... * 3 * 2 * 1. ",Math,VG9waWNUYWdOb2RlOjg=,Medium,44.9,1258570,564867,,3374,1975,,"233,809,2222,2363","Number of Digit One,Preimage Size of Factorial Zeroes Function,Abbreviating the Product of a Range,Maximum Trailing Zeros in a Cornered Path"
Binary Search Tree Iterator,binary-search-tree-iterator,173,"Implement the BSTIterator class that represents an iterator over the in-order traversal of a binary search tree (BST): Notice that by initializing the pointer to a non-existent smallest number, the first call to next() will return the smallest element in the BST. You may assume that next() calls will always be valid. That is, there will be at least a next number in the in-order traversal when next() is called. ","Stack,Tree,Design,Binary Search Tree,Binary Tree,Iterator","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDY0",Medium,74.9,1294365,969847,,8947,553,,"94,251,281,284,285,1729","Binary Tree Inorder Traversal,Flatten 2D Vector,Zigzag Iterator,Peeking Iterator,Inorder Successor in BST,Binary Search Tree Iterator II"
Dungeon Game,dungeon-game,174,"The demons had captured the princess and imprisoned her in the bottom-right corner of a dungeon. The dungeon consists of m x n rooms laid out in a 2D grid. Our valiant knight was initially positioned in the top-left room and must fight his way through dungeon to rescue the princess. The knight has an initial health point represented by a positive integer. If at any point his health point drops to 0 or below, he dies immediately. Some of the rooms are guarded by demons (represented by negative integers), so the knight loses health upon entering these rooms; other rooms are either empty (represented as 0) or contain magic orbs that increase the knight's health (represented by positive integers). To reach the princess as quickly as possible, the knight decides to move only rightward or downward in each step. Return the knight's minimum initial health so that he can rescue the princess. Note that any room can contain threats or power-ups, even the first room the knight enters and the bottom-right room where the princess is imprisoned. ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,39.5,660332,260985,,6029,116,,"62,64,741,1394,2354,2521,2653","Unique Paths,Minimum Path Sum,Cherry Pickup,Minimum Path Cost in a Grid,Minimum Health to Beat Game,Paths in Matrix Whose Sum Is Divisible by K,Check if There is a Path With Equal Number of 0's And 1's"
Combine Two Tables,combine-two-tables,175,"Table: Person  Table: Address  Write a solution to report the first name, last name, city, and state of each person in the Person table. If the address of a personId is not present in the Address table, report null instead. Return the result table in any order. The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,78.1,1696861,1325346,,3805,235,,577,Employee Bonus
Second Highest Salary,second-highest-salary,176,"Table: Employee  Write a solution to find the second highest distinct salary from the Employee table. If there is no second highest salary, return null (return None in Pandas). The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,43.9,2675630,1175603,,3875,993,,,
Nth Highest Salary,nth-highest-salary,177,"Table: Employee  Write a solution to find the nth highest distinct salary from the Employee table. If there are less than n distinct salaries, return null. The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,38.1,1328531,505518,,2135,1094,,2336,The Number of Users That Are Eligible for Discount
Rank Scores,rank-scores,178,Table: Scores  Write a solution to find the rank of the scores. The ranking should be calculated according to the following rules: Return the result table ordered by score in descending order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,65.4,779513,509504,,2298,284,,,
Largest Number,largest-number,179,"Given a list of non-negative integers nums, arrange them such that they form the largest number and return it. Since the result may be very large, so you need to return a string instead of an integer. ","Array,String,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,41.3,1754717,724993,,9124,777,,"2284,3568","Smallest Value of the Rearranged Number,Find the Key of the Numbers"
Consecutive Numbers,consecutive-numbers,180,Table: Logs  Find all numbers that appear at least three times consecutively. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,46.1,1237828,571114,,2420,342,,,
Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,181,Table: Employee  Write a solution to find the employees who earn more than their managers. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,71.6,1172982,839387,,2811,279,,,
Duplicate Emails,duplicate-emails,182,Table: Person  Write a solution to report all the duplicate emails. Note that it's guaranteed that the email field is not NULL. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,72.5,1205550,873619,,2242,76,,,
Customers Who Never Order,customers-who-never-order,183,Table: Customers  Table: Orders  Write a solution to find all customers who never order anything. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,70.7,1455173,1028659,,2811,146,,,
Department Highest Salary,department-highest-salary,184,Table: Employee  Table: Department  Write a solution to find employees who have the highest salary in each of the departments. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,54.9,917210,503378,,2193,198,,1214,Highest Grade For Each Student
Department Top Three Salaries,department-top-three-salaries,185,Table: Employee  Table: Department  A company's executives are interested in seeing who earns the most money in each of the company's departments. A high earner in a department is an employee who has a salary in the top three unique salaries for that department. Write a solution to find the employees who are high earners in each of the departments. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Hard,57.8,866906,501281,,2343,264,,,
Reverse Words in a String II,reverse-words-in-a-string-ii,186,,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,56.1,311320,174603,,1103,145,,"151,189","Reverse Words in a String,Rotate Array"
Repeated DNA Sequences,repeated-dna-sequences,187,"The DNA sequence is composed of a series of nucleotides abbreviated as 'A', 'C', 'G', and 'T'. When studying DNA, it is useful to identify repeated sequences within the DNA. Given a string s that represents a DNA sequence, return all the 10-letter-long sequences (substrings) that occur more than once in a DNA molecule. You may return the answer in any order. ","Hash Table,String,Bit Manipulation,Sliding Window,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1",Medium,51.4,890885,457730,,3487,556,,,
Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,188,"You are given an integer array prices where prices[i] is the price of a given stock on the ith day, and an integer k. Find the maximum profit you can achieve. You may complete at most k transactions: i.e. you may buy at most k times and sell at most k times. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Hard,47.2,1270365,599607,,7759,218,,"121,122,123,2426","Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock II,Best Time to Buy and Sell Stock III,Maximum Profit From Trading Stocks"
Rotate Array,rotate-array,189,"Given an integer array nums, rotate the array to the right by k steps, where k is non-negative. ","Array,Math,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=",Medium,43.1,7409551,3191416,,19575,2112,"The easiest solution would use additional memory and that is perfectly fine. The actual trick comes when trying to solve this problem without using any additional memory. This means you need to use the original array somehow to move the elements around. Now, we can place each element in its original location and shift all the elements around it to adjust as that would be too costly and most likely will time out on larger input arrays. One line of thought is based on reversing the array (or parts of it) to obtain the desired result. Think about how reversal might potentially help us out by using an example. The other line of thought is a tad bit complicated but essentially it builds on the idea of placing each element in its original position while keeping track of the element originally in that position. Basically, at every step, we place an element in its rightful position and keep track of the element already there or the one being overwritten in an additional variable. We can't do this in one linear pass and the idea here is based on cyclic-dependencies between elements.","61,186,2670,3740","Rotate List,Reverse Words in a String II,Make K-Subarray Sums Equal,Maximum Number of Matching Indices After Right Shifts"
Reverse Bits,reverse-bits,190,Reverse bits of a given 32 bits unsigned integer. Note: ,"Divide and Conquer,Bit Manipulation","VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjE5",Easy,63.3,1603334,1014650,,5376,1608,,"7,191,2238","Reverse Integer,Number of 1 Bits,A Number After a Double Reversal"
Number of 1 Bits,number-of-1-bits,191,"Given a positive integer n, write a function that returns the number of set bits in its binary representation (also known as the Hamming weight). ","Divide and Conquer,Bit Manipulation","VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjE5",Easy,74.6,2440592,1820025,,6850,1348,,"190,231,338,401,461,693,767,3567","Reverse Bits,Power of Two,Counting Bits,Binary Watch,Hamming Distance,Binary Number with Alternating Bits,Prime Number of Set Bits in Binary Representation,Convert Date to Binary"
Word Frequency,word-frequency,192,"Write a bash script to calculate the frequency of each word in a text file words.txt. For simplicity sake, you may assume: Example: Assume that words.txt has the following content: Your script should output the following, sorted by descending frequency: Note:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Medium,27.2,232906,63444,,560,309,,347,Top K Frequent Elements
Valid Phone Numbers,valid-phone-numbers,193,"Given a text file file.txt that contains a list of phone numbers (one per line), write a one-liner bash script to print all valid phone numbers. You may assume that a valid phone number must appear in one of the following two formats: (xxx) xxx-xxxx or xxx-xxx-xxxx. (x means a digit) You may also assume each line in the text file must not contain leading or trailing white spaces. Example: Assume that file.txt has the following content: Your script should output the following valid phone numbers:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Easy,27.5,383031,105319,,457,974,,,
Transpose File,transpose-file,194,"Given a text file file.txt, transpose its content. You may assume that each row has the same number of columns, and each field is separated by the ' ' character. Example: If file.txt has the following content: Output the following:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Medium,28.5,116507,33236,,155,288,,,
Tenth Line,tenth-line,195,"Given a text file file.txt, print just the 10th line of the file. Example: Assume that file.txt has the following content: Your script should output the tenth line, which is:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Easy,34.6,381055,131846,,409,478,,,
Delete Duplicate Emails,delete-duplicate-emails,196,"Table: Person  Write a solution to delete all duplicate emails, keeping only one unique email with the smallest id. For SQL users, please note that you are supposed to write a DELETE statement and not a SELECT one. For Pandas users, please note that you are supposed to modify Person in place. After running your script, the answer shown is the Person table. The driver will first compile and run your piece of code and then show the Person table. The final order of the Person table does not matter. The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,64.4,1151026,740731,,1846,379,,,
Rising Temperature,rising-temperature,197,Table: Weather  Write a solution to find all dates' id with higher temperatures compared to its previous dates (yesterday). Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,50.2,2255349,1132207,,3672,689,,,
House Robber,house-robber,198,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed, the only constraint stopping you from robbing each of them is that adjacent houses have security systems connected and it will automatically contact the police if two adjacent houses were broken into on the same night. Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,52.3,5637756,2950157,,22356,476,,"152,213,256,276,337,600,656,740,2262,2397,2690,2725,2872","Maximum Product Subarray,House Robber II,Paint House,Paint Fence,House Robber III,Non-negative Integers without Consecutive Ones,Coin Path,Delete and Earn,Solving Questions With Brainpower,Count Number of Ways to Place Houses,House Robber IV,Mice and Cheese,Largest Element in an Array after Merge Operations"
Binary Tree Right Side View,binary-tree-right-side-view,199,"Given the root of a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,67.1,2761777,1854461,,12804,1058,,"116,545","Populating Next Right Pointers in Each Node,Boundary of Binary Tree"
Number of Islands,number-of-islands,200,"Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands. An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water. ","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,62.4,5609871,3499505,,23911,569,,"130,286,305,323,419,694,695,2035,2103,2403,2764","Surrounded Regions,Walls and Gates,Number of Islands II,Number of Connected Components in an Undirected Graph,Battleships in a Board,Number of Distinct Islands,Max Area of Island,Count Sub Islands,Find All Groups of Farmland,Count Unreachable Pairs of Nodes in an Undirected Graph,Maximum Number of Fish in a Grid"
