Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Subarray Sum Equals K,subarray-sum-equals-k,560,"Given an array of integers nums and an integer k, return the total number of subarrays whose sum equals to k. A subarray is a contiguous non-empty sequence of elements within an array. ","Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,45.5,4001377,1821637,,23343,760,"Will Brute force work here? Try to optimize it. Can we optimize it by using some extra space? What about storing sum frequencies in a hash table? Will it be useful? sum(i,j)=sum(0,j)-sum(0,i), where sum(i,j) represents the sum of all the elements from index i to j-1.

Can we use this property to optimize it.","1,523,713,724,1016,1776,2211,2369","Two Sum,Continuous Subarray Sum,Subarray Product Less Than K,Find Pivot Index,Subarray Sums Divisible by K,Minimum Operations to Reduce X to Zero,K Radius Subarray Averages,Maximum Sum Score of Array"
Array Partition,array-partition,561,"Given an integer array nums of 2n integers, group these integers into n pairs (a1, b1), (a2, b2), ..., (an, bn) such that the sum of min(ai, bi) for all i is maximized. Return the maximized sum. ","Array,Greedy,Sorting,Counting Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcy",Easy,80.5,719862,579440,,2212,284,"Obviously, brute force won't help here. Think of something else, take some example like 1,2,3,4. How will you make pairs to get the result? There must be some pattern. Did you observe that- Minimum element gets add into the result in sacrifice of maximum element. Still won't able to find pairs? Sort the array and try to find the pattern.","2112,2248,2261","Minimum Difference Between Highest and Lowest of K Scores,Minimum Cost of Buying Candies With Discount,All Divisions With the Highest Score of a Binary Array"
Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,562,,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,50.5,157353,79503,,897,119,One solution is to count ones in each direction separately and find the longest line. Don't you think  it will take too much lines of code? Is it possible to use some extra space to make the solution simple? Can we use dynamic programming to make use of intermediate results? Think of a 3D array which can be used to store the longest line obtained so far for each direction.,,
Binary Tree Tilt,binary-tree-tilt,563,"Given the root of a binary tree, return the sum of every tree node's tilt. The tilt of a tree node is the absolute difference between the sum of all left subtree node values and all right subtree node values. If a node does not have a left child, then the sum of the left subtree node values is treated as 0. The rule is similar if the node does not have a right child. ","Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Easy,64.1,380659,244142,,2318,2231,"Don't think too much, this is an easy problem. Take some small tree as an example. Can a parent node use the values of its child nodes? How will you implement it? May be recursion and tree traversal can help you in implementing. What about postorder traversal, using values of left and right childs?",1609,Find All The Lonely Nodes
Find the Closest Palindrome,find-the-closest-palindrome,564,"Given a string n representing an integer, return the closest integer (not including itself), which is a palindrome. If there is a tie, return the smaller one. The closest is defined as the absolute difference minimized between two integers. ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Hard,31.6,404465,127975,,1283,1722,"Will brute force work for this problem? Think of something else. Take some examples like 1234, 999,1000, etc and check their closest palindromes. How many different cases are possible? Do we have to consider only left half or right half of the string or both? Try to find the closest palindrome of these numbers- 12932, 99800, 12120. Did you observe something?","1375,1997,3548,3552","Find Palindrome With Fixed Length,Next Palindrome Using Same Digits,Find the Count of Good Integers,Find the Largest Palindrome Divisible by K"
Array Nesting,array-nesting,565,"You are given an integer array nums of length n where nums is a permutation of the numbers in the range [0, n - 1]. You should build a set s[k] = {nums[k], nums[nums[k]], nums[nums[nums[k]]], ... } subjected to the following rule: Return the longest length of a set s[k]. ","Array,Depth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx",Medium,56.0,250842,140493,,2245,158,,"339,341,364","Nested List Weight Sum,Flatten Nested List Iterator,Nested List Weight Sum II"
Reshape the Matrix,reshape-the-matrix,566,"In MATLAB, there is a handy function called reshape which can reshape an m x n matrix into a new one with a different size r x c keeping its original data. You are given an m x n matrix mat and two integers r and c representing the number of rows and the number of columns of the wanted reshaped matrix. The reshaped matrix should be filled with all the elements of the original matrix in the same row-traversing order as they were. If the reshape operation with given parameters is possible and legal, output the new reshaped matrix; Otherwise, output the original matrix. ","Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",Easy,63.9,665026,425019,,3615,427,"Do you know how 2d matrix is stored in 1d memory? Try to map 2-dimensions into one. M[i][j]=M[n*i+j] , where n is the number of cols.
This is the one way of converting 2-d indices into one 1-d index.
Now, how will you convert 1-d index into 2-d indices? Try to use division and modulus to convert 1-d index into 2-d indices. M[i] =>  M[i/n][i%n] Will it result in right mapping? Take some example and check this formula.",2132,Convert 1D Array Into 2D Array
Permutation in String,permutation-in-string,567,"Given two strings s1 and s2, return true if s2 contains a permutation of s1, or false otherwise. In other words, return true if one of s1's permutations is the substring of s2. ","Hash Table,Two Pointers,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx",Medium,47.3,2607475,1233024,,12368,487,"Obviously, brute force will result in TLE. Think of something else. How will you check whether one string is a permutation of another string? One way is to sort the string and then compare. But, Is there a better way? If one string is a permutation of another string then they must have one common metric. What is that? Both strings must have same character frequencies, if  one is permutation of another. Which data structure should be used to store frequencies? What about hash table?  An array of size 26?","76,438","Minimum Window Substring,Find All Anagrams in a String"
Maximum Vacation Days,maximum-vacation-days,568,,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,46.4,86687,40218,,581,119,First try to understand the problem carefully and then take some example and solve it on a paper. Can you interpret the given input as a graph? Which graph traversal technique is suitable here? Can we use some space to avoid redundant function calls?,803,Cheapest Flights Within K Stops
Median Employee Salary,median-employee-salary,569,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Hard,66.2,70533,46690,,337,155,"Still remember how to select the sum which group by one column? Try to think about how to get the median from a sorted list. How to get the median one item for odd number list while how to get the median two items for even number list, try to unify them.",571,Find Median Given Frequency of Numbers
Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,570,Table: Employee  Write a solution to find managers with at least five direct reports. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,48.9,1453853,711237,,1472,164,"Try to get all the mangerIDs that have count bigger than 5 Use the last hint's result as a table and do join with origin table at id equals to managerId This is a very good example to show the performance of SQL code. Try to work out other solutions and you may be surprised by running time difference. If your solution uses 'IN' function and runs more than 5 seconds, try to optimize it by using 'JOIN' instead.",,
Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,571,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Hard,42.5,78509,33340,,314,79,,569,Median Employee Salary
Subtree of Another Tree,subtree-of-another-tree,572,"Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise. A subtree of a binary tree tree is a tree that consists of a node in tree and all of this node's descendants. The tree tree could also be considered as a subtree of itself. ","Tree,Depth-First Search,String Matching,Binary Tree,Hash Function","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDUy,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDY1",Easy,50.0,2154632,1078098,,8581,571,"Which approach is better here- recursive or iterative? If recursive approach is better, can you write recursive function with its parameters? Two trees s and t are said to be identical if their root values are same and their left and right subtrees are identical. Can you write this in form of recursive formulae? Recursive formulae can be:
isIdentical(s,t)= s.val==t.val AND isIdentical(s.left,t.left) AND isIdentical(s.right,t.right)","250,508","Count Univalue Subtrees,Most Frequent Subtree Sum"
Squirrel Simulation,squirrel-simulation,573,,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",Medium,57.3,41154,23565,,416,40,"Will Brute force solution works here? What will be its complexity? Brute force definitely won't work here. Think of some simple solution. Take some example and make some observations. Will order of nuts traversed by squirrel is important or only first nut traversed by squirrel is important? Are there some paths which squirrel have to cover in any case? If yes, what are they? Did you notice only first nut traversed by squirrel matters? Obviously squirrel will choose first nut which will result in minimum distance.",,
Winning Candidate,winning-candidate,574,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,62.0,116774,72455,,181,414,,,
Distribute Candies,distribute-candies,575,"Alice has n candies, where the ith candy is of type candyType[i]. Alice noticed that she started to gain weight, so she visited a doctor. The doctor advised Alice to only eat n / 2 of the candies she has (n is always even). Alice likes her candies very much, and she wants to eat the maximum number of different types of candies while still following the doctor's advice. Given the integer array candyType of length n, return the maximum number of different types of candies she can eat if she only eats n / 2 of them. ","Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=",Easy,69.6,498683,347256,,1643,1424,"To maximize the number of kinds of candies, we should try to distribute candies such that Alice will gain all kinds. What is the upper limit of the number of kinds of candies Alice will gain? Remember candies are to distributed equally. Which data structure is the most suitable for finding the number of kinds of candies? Will hashset solves the problem? Inserting all candies kind in the hashset and then checking its size with upper limit.","3404,3415","Minimum Number of Operations to Satisfy Conditions,Check if Grid Satisfies Conditions"
Out of Boundary Paths,out-of-boundary-paths,576,"There is an m x n grid with a ball. The ball is initially at the position [startRow, startColumn]. You are allowed to move the ball to one of the four adjacent cells in the grid (possibly out of the grid crossing the grid boundary). You can apply at most maxMove moves to the ball. Given the five integers m, n, maxMove, startRow, startColumn, return the number of paths to move the ball out of the grid boundary. Since the answer can be very large, return it modulo 109 + 7. ",Dynamic Programming,VG9waWNUYWdOb2RlOjEz,Medium,48.2,457011,220065,,3938,295,"Is traversing every path feasible? There are many possible paths for a small matrix. Try to optimize it. Can we use some space to store the number of paths and update them after every move? One obvious thing: the ball will go out of the boundary only by crossing it. Also, there is only one possible way the ball can go out of the boundary from the boundary cell except for corner cells. From the corner cell, the ball can go out in two different ways.

Can you use this thing to solve the problem?","688,2239","Knight Probability in Chessboard,Execution of All Suffix Instructions Staying in a Grid"
Employee Bonus,employee-bonus,577,Table: Employee  Table: Bonus  Write a solution to report the name and bonus amount of each employee with a bonus less than 1000. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,77.0,993371,765334,,1287,265,"If the EmpId in table Employee has no match in table Bonus, we consider that the corresponding bonus is null and null is smaller than 1000. Inner join is the default join, we can solve the mismatching problem by using outer join.",175,Combine Two Tables
Get Highest Answer Rate Question,get-highest-answer-rate-question,578,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,40.2,159220,64040,,132,917,Try to find all question ids by group Try to find each group answer number and show number. Rank all the rates (answer/(answer+show)) and return the max one,,
Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,579,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Hard,48.9,82976,40547,,246,404,"Seem hard at first glance? Try to divide this problem into some sub-problems.
Think about how to calculate the cumulative sum of one employee, how to get the cumulative sum for many employees, and how to except the most recent month of the result. Use the technique of self-join if you have only one table but to write a complex query. Still remember how to use the function `sum` and `max`?",,
Count Student Number in Departments,count-student-number-in-departments,580,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,59.8,124316,74297,,251,37,Still remember the difference between 'INNER JOIN' and 'OUTTER JOIN' in SQL? Do you know other expressions using the 'COUNT' function besides 'COUNT(*)'?,,
Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,581,"Given an integer array nums, you need to find one continuous subarray such that if you only sort this subarray in non-decreasing order, then the whole array will be sorted in non-decreasing order. Return the shortest such subarray and output its length. ","Array,Two Pointers,Stack,Greedy,Sorting,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU0",Medium,37.5,962818,360578,,7883,272,,3890,Smallest Subarray to Sort in Every Sliding Window
Kill Process,kill-process,582,,"Array,Hash Table,Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Medium,70.1,132070,92539,,1122,21,,,
Delete Operation for Two Strings,delete-operation-for-two-strings,583,"Given two strings word1 and word2, return the minimum number of steps required to make word1 and word2 the same. In one step, you can delete exactly one character in either string. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Medium,63.8,505960,322980,,5986,91,,"72,712,1250,3207","Edit Distance,Minimum ASCII Delete Sum for Two Strings,Longest Common Subsequence,Make Three Strings Equal"
Find Customer Referee,find-customer-referee,584,Table: Customer  Find the names of the customer that are not referred by the customer with id = 2. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,71.7,2263756,1623096,,2589,397,Be careful of the NULL value,,
Investments in 2016,investments-in-2016,585,"Table: Insurance  Write a solution to report the sum of all total investment values in 2016 tiv_2016, for all policyholders who: Round tiv_2016 to two decimal places. The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,50.1,435267,218244,,743,577,"Make the (LAT, LON) a pair to represent the location information",,
Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,586,Table: Orders  Write a solution to find the customer_number for the customer who has placed the largest number of orders. The test cases are generated so that exactly one customer will have placed more orders than any other customer. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,64.3,556012,357593,,1067,86,MySQL uses a different expression to get the first records other than MSSQL's TOP expression.,,
Erect the Fence,erect-the-fence,587,"You are given an array trees where trees[i] = [xi, yi] represents the location of a tree in the garden. Fence the entire garden using the minimum length of rope, as it is expensive. The garden is well-fenced only if all the trees are enclosed. Return the coordinates of trees that are exactly located on the fence perimeter. You may return the answer in any order. ","Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4",Hard,52.2,119622,62487,,1503,646,,"2074,2631","Erect the Fence II,Sort the Students by Their Kth Score"
Design In-Memory File System,design-in-memory-file-system,588,,"Hash Table,String,Design,Trie,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,48.2,258039,124317,,1539,172,,"146,460,635","LRU Cache,LFU Cache,Design Log Storage System"
N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,775,"Given the root of an n-ary tree, return the preorder traversal of its nodes' values. Nary-Tree input serialization is represented in their level order traversal. Each group of children is separated by the null value (See examples) ","Stack,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx",Easy,76.2,614527,468570,,3219,203,,"144,764,776","Binary Tree Preorder Traversal,N-ary Tree Level Order Traversal,N-ary Tree Postorder Traversal"
N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,776,"Given the root of an n-ary tree, return the postorder traversal of its nodes' values. Nary-Tree input serialization is represented in their level order traversal. Each group of children is separated by the null value (See examples) ","Stack,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx",Easy,80.7,499215,402846,,2714,119,,"145,764,775","Binary Tree Postorder Traversal,N-ary Tree Level Order Traversal,N-ary Tree Preorder Traversal"
Tag Validator,tag-validator,591,"Given a string representing a code snippet, implement a tag validator to parse the code and return whether it is valid. A code snippet is valid if all the following rules hold: ","String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1",Hard,39.1,46104,18005,,175,653,,616,Add Bold Tag in String
Fraction Addition and Subtraction,fraction-addition-and-subtraction,592,"Given a string expression representing an expression of fraction addition and subtraction, return the calculation result in string format. The final result should be an irreducible fraction. If your final result is an integer, change it to the format of a fraction that has a denominator 1. So in this case, 2 should be converted to 2/1. ","Math,String,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1",Medium,66.2,200575,132698,,876,691,,640,Solve the Equation
Valid Square,valid-square,593,"Given the coordinates of four points in 2D space p1, p2, p3 and p4, return true if the four points construct a square. The coordinate of a point pi is represented as [xi, yi]. The input is not given in any order. A valid square has four equal sides with positive length and four equal angles (90-degree angles). ","Math,Geometry","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4",Medium,44.3,271098,120042,,1098,912,,,
Longest Harmonious Subsequence,longest-harmonious-subsequence,594,"We define a harmonious array as an array where the difference between its maximum value and its minimum value is exactly 1. Given an integer array nums, return the length of its longest harmonious subsequence among all its possible subsequences. ","Array,Hash Table,Sliding Window,Sorting,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYy",Easy,57.4,361422,207508,,2299,306,,,
Big Countries,big-countries,595,"Table: World  A country is big if: Write a solution to find the name, population, and area of the big countries. Return the result table in any order. The result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,68.2,2769023,1888300,,3072,1354,,,
Classes With at Least 5 Students,classes-with-at-least-5-students,596,Table: Courses  Write a solution to find all the classes that have at least five students. Return the result table in any order. The result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,60.8,1069659,650215,,1182,1081,,,
Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,597,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,41.4,199519,82558,,315,772,Still remember how to count the number of rows in a table? What is the keyword to filter the duplicated records in a table?,,
Range Addition II,range-addition-ii,598,"You are given an m x n matrix M initialized with all 0's and an array of operations ops, where ops[i] = [ai, bi] means M[x][y] should be incremented by one for all 0 <= x < ai and 0 <= y < bi. Count and return the number of maximum integers in the matrix after performing all the operations. ","Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",Easy,57.3,206582,118454,,990,981,,"370,2838","Range Addition,Sum of Matrix After Queries"
Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,599,"Given two arrays of strings list1 and list2, find the common strings with the least index sum. A common string is a string that appeared in both list1 and list2. A common string with the least index sum is a common string such that if it appeared at list1[i] and list2[j] then i + j should be the minimum value among all the other common strings. Return all the common strings with the least index sum. Return the answer in any order. ","Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Easy,58.0,480768,279029,,2040,411,,160,Intersection of Two Linked Lists
Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,600,"Given a positive integer n, return the number of the integers in the range [0, n] whose binary representations do not contain consecutive ones. ",Dynamic Programming,VG9waWNUYWdOb2RlOjEz,Hard,40.3,111206,44851,,1573,137,,"198,213,474,3453","House Robber,House Robber II,Ones and Zeroes,Generate Binary Strings Without Adjacent Zeros"
